,year,file,industry,sic_code,sic_cat
928,2000,2000-12-07_1013740,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
929,2000,2000-12-08_1079182,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
930,2000,2000-12-08_34551,AGRICULTURE PRODUCTION - LIVESTOCK & ANIMAL SPECIALTIES,200,Agriculture
931,2000,2000-12-08_50916,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
932,2000,2000-12-08_89498,CARPETS AND RUGS,2273,Manufacturing
933,2000,2000-12-11_1043432,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990,Services
934,2000,2000-12-11_883237,INVESTMENT ADVICE,6282,"Finance, Insurance and Real Estate"
935,2000,2000-12-11_920758,POTTERY & RELATED PRODUCTS,3260,Manufacturing
936,2000,2000-12-14_1039242,SERVICES-PREPACKAGED SOFTWARE,7372,Services
937,2000,2000-12-15_1020898,RETAIL-MISC GENERAL MERCHANDISE STORES,5399,Retail Trade
938,2000,2000-12-15_844789,RETAIL-MISCELLANEOUS RETAIL,5900,Retail Trade
939,2000,2000-12-19_706864,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663,Manufacturing
940,2000,2000-12-19_934884,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
941,2000,2000-12-20_897546,HOSPITAL & MEDICAL SERVICE PLANS,6324,"Finance, Insurance and Real Estate"
942,2000,2000-12-21_1009912,SERVICES-HEALTH SERVICES,8000,Services
943,2000,2000-12-21_1019265,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",3480,Manufacturing
944,2000,2000-12-22_776848,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
945,2000,2000-12-26_709335,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
946,2000,2000-12-28_1016169,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
947,2000,2000-12-28_827795,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
948,2000,2000-12-28_904080,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
949,2000,2000-12-29_1085818,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",5200,Retail Trade
950,2001,2001-01-02_1094231,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
951,2001,2001-01-02_352683,SERVICES-PREPACKAGED SOFTWARE,7372,Services
952,2001,2001-01-02_926861,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
953,2001,2001-01-03_1025742,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,5171,Wholesale Trade
954,2001,2001-01-03_947220,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
955,2001,2001-01-04_841939,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
956,2001,2001-01-05_1034898,OPERATIVE BUILDERS,1531,Construction
957,2001,2001-01-09_869554,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
958,2001,2001-01-10_1070321,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
959,2001,2001-01-10_846729,TRUCKING (NO LOCAL),4213,Transportation
960,2001,2001-01-12_1070518,RADIO BROADCASTING STATIONS,4832,Transportation
961,2001,2001-01-17_1013564,"FIRE, MARINE & CASUALTY INSURANCE",6331,"Finance, Insurance and Real Estate"
962,2001,2001-01-23_1039311,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
963,2001,2001-01-23_355627,"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",8700,Services
964,2001,2001-01-23_919006,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
965,2001,2001-01-25_96638,PERSONAL CREDIT INSTITUTIONS,6141,"Finance, Insurance and Real Estate"
966,2001,2001-01-29_101320,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
967,2001,2001-01-30_1095858,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
968,2001,2001-01-31_1091756,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
969,2001,2001-02-01_1101290,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
970,2001,2001-02-01_25885,PETROLEUM REFINING,2911,Manufacturing
971,2001,2001-02-06_1013170,SERVICES-PREPACKAGED SOFTWARE,7372,Services
972,2001,2001-02-06_1017968,SERVICES-HELP SUPPLY SERVICES,7363,Services
973,2001,2001-02-06_230463,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
974,2001,2001-02-07_1014052,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
975,2001,2001-02-09_1080205,WATER SUPPLY,4941,Transportation
976,2001,2001-02-09_1097609,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
977,2001,2001-02-09_876318,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
978,2001,2001-02-09_887920,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),2836,Manufacturing
979,2001,2001-02-12_821538,PLASTICS FOAM PRODUCTS,3086,Manufacturing
980,2001,2001-02-13_1051717,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
981,2001,2001-02-14_818674,"COMMUNICATION SERVICES, NEC",4899,Transportation
982,2001,2001-02-16_818633,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
983,2001,2001-02-21_1012482,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
984,2001,2001-02-22_826227,BAKERY PRODUCTS,2050,Manufacturing
985,2001,2001-02-28_908475,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
986,2001,2001-03-01_874213,"RAILROADS, LINE-HAUL OPERATING",4011,Transportation
987,2001,2001-03-01_936402,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
988,2001,2001-03-02_704384,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
989,2001,2001-03-02_942899,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
990,2001,2001-03-06_917300.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
991,2001,2001-03-07_1057672,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
992,2001,2001-03-07_351917,"ELECTRIC, GAS & SANITARY SERVICES",4900,Transportation
993,2001,2001-03-12_768158,AGRICULTURE PRODUCTION - LIVESTOCK & ANIMAL SPECIALTIES,200,Agriculture
994,2001,2001-03-14_1010839,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
995,2001,2001-03-14_912899,"OIL, GAS FIELD SERVICES, NBC",1389,Mining
996,2001,2001-03-15_1091893,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
997,2001,2001-03-20_703799,RETAIL-EATING PLACES,5812,Retail Trade
998,2001,2001-03-23_905724.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
999,2001,2001-03-26_1082384,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1000,2001,2001-03-26_878146,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",8093,Services
1001,2001,2001-03-26_921742,RADIO BROADCASTING STATIONS,4832,Transportation
1002,2001,2001-03-28_1029730,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200,"Finance, Insurance and Real Estate"
1003,2001,2001-03-29_745379,TRUCKING (NO LOCAL),4213,Transportation
1004,2001,2001-03-30_1042488,OFFICE FURNITURE (NO WOOD),2522,Manufacturing
1005,2001,2001-04-09_10119,SERVICES-TESTING LABORATORIES,8734,Services
1006,2001,2001-04-10_1043186,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1007,2001,2001-04-10_276327,NATURAL GAS TRANSMISSION & DISTRIBUTION,4923,Transportation
1008,2001,2001-04-10_898756,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
1009,2001,2001-04-13_778437,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1010,2001,2001-04-17_774203,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1011,2001,2001-04-17_81870,GRAIN MILL PRODUCTS,2040,Manufacturing
1012,2001,2001-04-17_917692,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",2330,Manufacturing
1013,2001,2001-04-23_1034668,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
1014,2001,2001-04-23_774203,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1015,2001,2001-04-24_1053811,PETROLEUM REFINING,2911,Manufacturing
1016,2001,2001-04-24_774203,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1017,2001,2001-04-26_1063227,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
1018,2001,2001-04-27_1069545,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1019,2001,2001-04-27_1073353,ELECTRIC & OTHER SERVICES COMBINED,4931,Transportation
1020,2001,2001-04-27_819521,FINANCE SERVICES,6199,"Finance, Insurance and Real Estate"
1021,2001,2001-04-30_774203,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1022,2001,2001-05-02_106473,HAZARDOUS WASTE MANAGEMENT,4955,Transportation
1023,2001,2001-05-08_868755,FABRICATED PLATE WORK (BOILER SHOPS),3443,Manufacturing
1024,2001,2001-05-09_1036283,ELECTRIC SERVICES,4911,Transportation
1025,2001,2001-05-09_904350.,PATENT OWNERS & LESSORS,6794,"Finance, Insurance and Real Estate"
1026,2001,2001-05-14_1050992,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
1027,2001,2001-05-14_788206,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
1028,2001,2001-05-15_1017174,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1029,2001,2001-05-16_1009675,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663,Manufacturing
1030,2001,2001-05-16_1017440,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1031,2001,2001-05-16_4310,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
1032,2001,2001-05-18_937015,BEVERAGES,2080,Manufacturing
1033,2001,2001-05-24_824435,"JEWELRY, PRECIOUS METAL",3911,Manufacturing
1034,2001,2001-05-24_931074.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1035,2001,2001-05-24_932181,DRILLING OIL & GAS WELLS,1381,Mining
1036,2001,2001-05-25_1047643,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
1037,2001,2001-05-25_895651,SERVICES-HEALTH SERVICES,8000,Services
1038,2001,2001-05-30_1076016,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1039,2001,2001-06-05_854691,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
1040,2001,2001-06-06_772572,AIRCRAFT ENGINES & ENGINE PARTS,3724,Manufacturing
1041,2001,2001-06-07_1011632,SERVICES-COMPUTER PROGRAMMING SERVICES,7371,Services
1042,2001,2001-06-07_880238,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
1043,2001,2001-06-07_908527,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1044,2001,2001-06-08_907575,INSURANCE AGENTS BROKERS & SERVICES,6411,"Finance, Insurance and Real Estate"
1045,2001,2001-06-11_1103717,,9995,Public Administration
1046,2001,2001-06-13_1090864,REFUSE SYSTEMS,4953,Transportation
1047,2001,2001-06-15_717238,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1048,2001,2001-06-15_732248,"COMMUNICATIONS EQUIPMENT, NEC",3669,Manufacturing
1049,2001,2001-06-15_852203.,REAL ESTATE,6500,"Finance, Insurance and Real Estate"
1050,2001,2001-06-18_1081935,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731,Services
1051,2001,2001-06-18_724522,RETAIL-EATING PLACES,5812,Retail Trade
1052,2001,2001-06-20_1057207,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577,Manufacturing
1053,2001,2001-06-20_932181,DRILLING OIL & GAS WELLS,1381,Mining
1054,2001,2001-06-21_895651,SERVICES-HEALTH SERVICES,8000,Services
1055,2001,2001-06-28_793971.,RETAIL-RADIO TV & CONSUMER ELECTRONICS STORES,5731,Retail Trade
1056,2001,2001-06-28_812075,RETAIL-EATING PLACES,5812,Retail Trade
1057,2001,2001-06-29_802763,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1058,2001,2001-06-29_888793.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1059,2001,2001-07-05_847325,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1060,2001,2001-07-09_1007084,MISCELLANEOUS MANUFACTURING INDUSTRIES,3990,Manufacturing
1061,2001,2001-07-09_1057437,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1062,2001,2001-07-09_1089754.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1063,2001,2001-07-10_75929,RETAIL-EATING PLACES,5812,Retail Trade
1064,2001,2001-07-13_1077150,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090,Services
1065,2001,2001-07-13_67727,ELECTRIC & OTHER SERVICES COMBINED,4931,Transportation
1066,2001,2001-07-13_912597,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1067,2001,2001-07-16_1007209,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
1068,2001,2001-07-17_1108487,RADIO TELEPHONE COMMUNICATIONS,4812,Transportation
1069,2001,2001-07-17_918642,"PLASTICS PRODUCTS, NEC",3089,Manufacturing
1070,2001,2001-07-19_1076481,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731,Services
1071,2001,2001-07-19_945801,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842,Manufacturing
1072,2001,2001-07-20_715414,PRINTING TRADES MACHINERY & EQUIPMENT,3555,Manufacturing
1073,2001,2001-07-24_1039188,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
1074,2001,2001-07-25_1078717,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
1075,2001,2001-07-25_820235.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1076,2001,2001-07-25_95045,SERVICES-ENGINEERING SERVICES,8711,Services
1077,2001,2001-07-26_883756,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
1078,2001,2001-07-27_1078073,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS,3652,Manufacturing
1079,2001,2001-07-30_934598,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1080,2001,2001-08-02_748714,RETAIL-EATING PLACES,5812,Retail Trade
1081,2001,2001-08-02_909987,GRAIN MILL PRODUCTS,2040,Manufacturing
1082,2001,2001-08-03_1066806.,PETROLEUM REFINING,2911,Manufacturing
1083,2001,2001-08-03_1084329.,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1084,2001,2001-08-03_860521,DRILLING OIL & GAS WELLS,1381,Mining
1085,2001,2001-08-03_934203,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1086,2001,2001-08-06_1037186,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370,Services
1087,2001,2001-08-07_1039311.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
1088,2001,2001-08-07_852642,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
1089,2001,2001-08-07_93102,"BROADWOVEN FABRIC MILLS, COTTON",2211,Manufacturing
1090,2001,2001-08-08_889409,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1091,2001,2001-08-08_889409.,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1092,2001,2001-08-09_1012616,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1093,2001,2001-08-09_888781,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,5013,Wholesale Trade
1094,2001,2001-08-09_889409,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1095,2001,2001-08-13_1016608,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",8093,Services
1096,2001,2001-08-17_1069545,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1097,2001,2001-08-17_18000,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
1098,2001,2001-08-20_36377,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
1099,2001,2001-08-20_880320,SERVICES-MANAGEMENT CONSULTING SERVICES,8742,Services
1100,2001,2001-08-22_1021575,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1101,2001,2001-08-22_1035975.,LABORATORY ANALYTICAL INSTRUMENTS,3826,Manufacturing
1102,2001,2001-08-22_1085243,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1103,2001,2001-08-22_941775,ELECTRONIC COMPONENTS & ACCESSORIES,3670,Manufacturing
1104,2001,2001-08-24_887207,PETROLEUM REFINING,2911,Manufacturing
1105,2001,2001-08-27_876188,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
1106,2001,2001-08-28_820242.,,3949,Manufacturing
1107,2001,2001-08-28_913283.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1108,2001,2001-08-28_97349,PETROLEUM REFINING,2911,Manufacturing
1109,2001,2001-08-31_1078693.,SERVICES-ADVERTISING,7310,Services
1110,2001,2001-09-06_1029267,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211,"Finance, Insurance and Real Estate"
1111,2001,2001-09-07_898904,"AIR TRANSPORTATION, NONSCHEDULED",4522,Transportation
1112,2001,2001-09-11_725929,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
1113,2001,2001-09-13_1012967,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1114,2001,2001-09-17_1009569,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1115,2001,2001-09-17_1069559,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",3944,Manufacturing
1116,2001,2001-09-17_318819,WATER SUPPLY,4941,Transportation
1117,2001,2001-09-19_889409,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1118,2001,2001-09-21_910522,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
1119,2001,2001-09-24_1010915,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
1120,2001,2001-09-25_1012697,SERVICES-MEDICAL LABORATORIES,8071,Services
1121,2001,2001-09-25_914642,SUGAR & CONFECTIONERY PRODUCTS,2060,Manufacturing
1122,2001,2001-09-26_1029093,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1123,2001,2001-09-26_1079270,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1124,2001,2001-09-26_899755,RETAIL-GROCERY STORES,5411,Retail Trade
1125,2001,2001-09-26_902055,WHOLESALE-MISC DURABLE GOODS,5090,Wholesale Trade
1126,2001,2001-09-27_889409,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1127,2001,2001-09-28_1070042,SERVICES-EDUCATIONAL SERVICES,8200,Services
1128,2001,2001-10-01_912240,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1129,2001,2001-10-03_1086403,"SERVICES-BUSINESS SERVICES, NEC",7389,Services
1130,2001,2001-10-04_1041712,RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,5734,Retail Trade
1131,2001,2001-10-09_895921,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373,Services
1132,2001,2001-10-09_936372,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
1133,2001,2001-10-12_946945,SERVICES-MEDICAL LABORATORIES,8071,Services
1134,2001,2001-10-15_889409,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1135,2001,2001-10-17_1063257,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1136,2001,2001-10-17_41850,DRILLING OIL & GAS WELLS,1381,Mining
1137,2001,2001-10-18_700612,TRUCKING (NO LOCAL),4213,Transportation
1138,2001,2001-10-18_835405,POTTERY & RELATED PRODUCTS,3260,Manufacturing
1139,2001,2001-10-19_729365,"LESSORS OF REAL PROPERTY, NEC",6519,"Finance, Insurance and Real Estate"
1140,2001,2001-10-19_796226,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",2330,Manufacturing
1141,2001,2001-10-23_1019731,PHARMACEUTICAL PREPARATIONS,2834,Manufacturing
1142,2001,2001-10-25_1097070,RETAIL-CATALOG & MAIL-ORDER HOUSES,5961,Retail Trade
1143,2001,2001-10-25_919568,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1144,2001,2001-10-26_1012369,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340,Manufacturing
1145,2001,2001-10-30_1002119,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),4813,Transportation
1146,2001,2001-10-31_1050893,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1147,2001,2001-11-01_1035426,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1148,2001,2001-11-02_1000301,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1149,2001,2001-11-02_902789,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1150,2001,2001-11-05_915803,PATENT OWNERS & LESSORS,6794,"Finance, Insurance and Real Estate"
1151,2001,2001-11-07_1077771.,BLANK CHECKS,6770,"Finance, Insurance and Real Estate"
1152,2001,2001-11-07_879116.,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
1153,2001,2001-11-08_1012123,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370,Services
1154,2001,2001-11-08_1064122.,LIFE INSURANCE,6311,"Finance, Insurance and Real Estate"
1155,2001,2001-11-08_313749.,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1156,2001,2001-11-08_889409,RETAIL-AUTO & HOME SUPPLY STORES,5531,Retail Trade
1157,2001,2001-11-09_1068725,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1158,2001,2001-11-09_879884,"BOLTS, NUTS, SCREWS, RIVETS & WASHERS",3452,Manufacturing
1159,2001,2001-11-14_1120236,ELECTRIC SERVICES,4911,Transportation
1160,2001,2001-11-14_720477,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845,Manufacturing
1161,2001,2001-11-16_830404,SERVICES-MOTION PICTURE THEATERS,7830,Services
1162,2001,2001-11-21_934858,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1163,2001,2001-11-26_723043,STATE COMMERCIAL BANKS,6022,"Finance, Insurance and Real Estate"
1164,2001,2001-11-30_868572,NATIONAL COMMERCIAL BANKS,6021,"Finance, Insurance and Real Estate"
1165,2001,2001-12-03_1010476,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036,"Finance, Insurance and Real Estate"
1166,2001,2001-12-04_1037834,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1167,2001,2001-12-04_1049502,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823,Manufacturing
1168,2001,2001-12-05_318819.,WATER SUPPLY,4941,Transportation
1169,2001,2001-12-05_853323,SERVICES-ENGINEERING SERVICES,8711,Services
1170,2001,2001-12-06_1044862,PERSONAL CREDIT INSTITUTIONS,6141,"Finance, Insurance and Real Estate"
1171,2001,2001-12-07_895477,PATENT OWNERS & LESSORS,6794,"Finance, Insurance and Real Estate"
1172,2001,2001-12-07_923021.,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512,"Finance, Insurance and Real Estate"
1173,2001,2001-12-10_804157,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1174,2001,2001-12-18_1031316,REAL ESTATE INVESTMENT TRUSTS,6798,"Finance, Insurance and Real Estate"
1175,2001,2001-12-19_884144,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663,Manufacturing
1176,2001,2001-12-21_1044167,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE,5045,Wholesale Trade
1177,2001,2001-12-31_846378.,PERSONAL CREDIT INSTITUTIONS,6141,"Finance, Insurance and Real Estate"
1178,2002,2002-01-02_745788,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841,Manufacturing
1179,2002,2002-01-04_917639.,TELEPHONE & TELEGRAPH APPARATUS,3661,Manufacturing
1180,2002,2002-01-10_887949,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
1181,2002,2002-01-11_71824,GOLD & SILVER ORES,1040,Mining
1182,2002,2002-01-14_743758,RETAIL-MISCELLANEOUS RETAIL,5900,Retail Trade
1183,2002,2002-01-15_1011255,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1184,2002,2002-01-17_854418.,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1185,2002,2002-01-25_884900,BOTTLED & CANNED SOFT DRINKS CARBONATED WATERS,2086,Manufacturing
1186,2002,2002-01-25_899717,CRUDE PETROLEUM & NATURAL GAS,1311,Mining
1187,2002,2002-01-30_50420,SERVICES-PREPACKAGED SOFTWARE,7372,Services
1188,2002,2002-02-01_1075244,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370,Services
1189,2002,2002-02-04_824778.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
1190,2002,2002-02-06_1011221,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035,"Finance, Insurance and Real Estate"
1191,2002,2002-02-07_1066806,PETROLEUM REFINING,2911,Manufacturing
1192,2002,2002-02-07_757597.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
1193,2002,2002-02-07_78214,PETROLEUM REFINING,2911,Manufacturing
1194,2002,2002-02-08_783763.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
1195,2002,2002-02-08_783764.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
1196,2002,2002-02-11_1022222,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
1197,2002,2002-02-11_874787,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",8093,Services
1198,2002,2002-02-12_1115512,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731,Services
1199,2002,2002-02-12_879482.,CABLE & OTHER PAY TELEVISION SERVICES,4841,Transportation
